"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"PLAUR",8.7540626794886e-21,-2.93560989909614,0.021,0.156,1.20053215586507e-16,"0","PLAUR"
"RHOA",9.1227896357748e-21,-0.776743739401186,0.43,0.617,1.25109937065016e-16,"0","RHOA"
"RGCC",9.48498989221491e-21,1.04418637160673,0.354,0.186,1.30077151381835e-16,"0","RGCC"
"BRK1",1.02353584786231e-20,-0.899757844917283,0.411,0.604,1.40367706175837e-16,"0","BRK1"
"MPEG1",1.13304578704955e-20,-3.42807933919073,0.014,0.143,1.55385899235975e-16,"0","MPEG1"
"TBXAS1",1.156434457841e-20,-2.91937102885219,0.019,0.151,1.58593421548315e-16,"0","TBXAS1"
"DOK2",1.71773034494221e-20,-1.52936162342538,0.111,0.288,2.35569539505375e-16,"0","DOK2"
"FGL2",1.92547128209085e-20,-2.8932510958842,0.026,0.163,2.64059131625939e-16,"0","FGL2"
"KLF6",2.87722111078348e-20,-0.583527004850677,0.497,0.705,3.94582103132846e-16,"0","KLF6"
"TMEM123",3.33813140694709e-20,0.788143764410678,0.546,0.385,4.57791341148723e-16,"0","TMEM123"
"CASP1",3.44463331744033e-20,-1.34042220613904,0.139,0.32,4.72397013153767e-16,"0","CASP1"
"ASAH1",3.62919357121082e-20,-1.68372756123082,0.121,0.292,4.97707606355852e-16,"0","ASAH1"
"HLA-C",3.72486958890771e-20,-0.46087284429573,0.984,0.98,5.10828615422803e-16,"0","HLA-C"
"EPHX2",4.55702601834175e-20,2.19347712365238,0.12,0.03,6.24950548155388e-16,"0","EPHX2"
"HN1",5.54139066030782e-20,-1.18170911405103,0.111,0.293,7.59946315154615e-16,"0","HN1"
"SELL",5.73538206863253e-20,0.511127946960632,0.601,0.426,7.86550296892265e-16,"0","SELL"
"RAB32",6.25128947222087e-20,-5.49569711169484,0.003,0.116,8.5730183822037e-16,"0","RAB32"
"PRF1",6.55452826336601e-20,-3.27096661783865,0.051,0.194,8.98888006038014e-16,"0","PRF1"
"BST2",6.56293191889937e-20,-0.929914250314103,0.3,0.503,9.0004048335786e-16,"0","BST2"
"LGALS9",7.07671640908623e-20,-1.84764173176867,0.061,0.216,9.70500888342085e-16,"0","LGALS9"
"CYBB",7.25081495570104e-20,-3.23630373979543,0.016,0.141,9.9437676302484e-16,"0","CYBB"
"FGFBP2",8.68899478888709e-20,-4.9112693295717,0.019,0.143,1.19160874534798e-15,"0","FGFBP2"
"CD300A",8.9166038151237e-20,-2.61288412490445,0.029,0.163,1.22282304720606e-15,"0","CD300A"
"SMCO4",9.61553239486238e-20,-3.28607100344965,0.014,0.138,1.31867411263143e-15,"0","SMCO4"
"OAS1",1.41749490880591e-19,-0.843531093602259,0.077,0.237,1.94395251793642e-15,"0","OAS1"
"RPS9",1.45833829226765e-19,0.233865414849968,0.999,0.986,1.99996513401586e-15,"0","RPS9"
"RGS19",1.59760102205588e-19,-1.36282708632784,0.139,0.318,2.19095004164744e-15,"0","RGS19"
"RPL29",1.8667117090037e-19,0.229490685101922,0.99,0.986,2.56000843772767e-15,"0","RPL29"
"CEBPB",1.9948792062511e-19,-1.43798350506127,0.197,0.37,2.73577734345276e-15,"0","CEBPB"
"GZMB",2.14339805768645e-19,-5.0159618210771,0.027,0.154,2.93945609631119e-15,"0","GZMB"
"ATP6V0D1",2.35765009361513e-19,-1.81235744534245,0.061,0.214,3.23328133838379e-15,"0","ATP6V0D1"
"SH3YL1",2.45722249538899e-19,1.58278430323214,0.186,0.069,3.36983493017646e-15,"0","SH3YL1"
"MAFB",2.85007151766633e-19,-3.80042816997694,0.011,0.13,3.90858807932761e-15,"0","MAFB"
"SCGB3A1",2.85153186847678e-19,2.48282062582274,0.116,0.029,3.91059080442905e-15,"0","SCGB3A1"
"AGTRAP",3.19661125663329e-19,-1.93892346632917,0.047,0.191,4.38383267734689e-15,"0","AGTRAP"
"VASP",4.60741062261608e-19,-1.23077850411073,0.143,0.323,6.31860292785569e-15,"0","VASP"
"GIMAP5",5.75002308578618e-19,0.811151586856313,0.409,0.241,7.88558165984716e-15,"0","GIMAP5"
"CD3G",6.46839818691287e-19,0.901840979694644,0.337,0.176,8.8707612735323e-15,"0","CD3G"
"LCK",6.97607516765302e-19,0.772494149977866,0.496,0.313,9.56698948491935e-15,"0","LCK"
"ODF3B",8.83100202633188e-19,-2.47899493422038,0.027,0.156,1.21108361789115e-14,"0","ODF3B"
"CNPY3",1.02856661523322e-18,-1.35153666393161,0.151,0.325,1.41057625613084e-14,"0","CNPY3"
"HVCN1",1.20327327372423e-18,-3.02893124647742,0.03,0.157,1.65016896758541e-14,"0","HVCN1"
"PPP1CA",1.31719347170074e-18,-0.830702254205513,0.386,0.568,1.80639912709039e-14,"0","PPP1CA"
"ASGR1",1.83644784448121e-18,-5.62580499692491,0.003,0.108,2.51850457392153e-14,"0","ASGR1"
"C14orf64",1.99730227117767e-18,2.14621950194824,0.117,0.031,2.73910033469305e-14,"0","C14orf64"
"FLT3LG",2.11816850692141e-18,1.34572185949537,0.273,0.137,2.90485629039202e-14,"0","FLT3LG"
"ABI3",2.2159166594805e-18,-1.79674403687089,0.067,0.217,3.03890810681156e-14,"0","ABI3"
"CALM2",2.36252014333404e-18,-0.787356680851294,0.42,0.585,3.23996012456831e-14,"0","CALM2"
"LYL1",2.45556537207523e-18,-2.69317450389573,0.026,0.15,3.36756235126398e-14,"0","LYL1"
"C12orf57",2.52246561146722e-18,1.11943332714129,0.419,0.26,3.45930933956614e-14,"0","C12orf57"
"HNRNPA1",2.64085801191757e-18,0.32078889052149,0.956,0.92,3.62167267754375e-14,"0","HNRNPA1"
"TOMM7",2.69685568981947e-18,0.474318176945305,0.833,0.76,3.69846789301842e-14,"0","TOMM7"
"PSMB3",2.78637816416207e-18,-0.841830555508286,0.237,0.435,3.82123901433186e-14,"0","PSMB3"
"PSME2",2.95450119719367e-18,-0.808856220758313,0.423,0.601,4.0518029418314e-14,"0","PSME2"
"RP11-664D1.1",3.92026251278029e-18,2.11873849241371,0.121,0.034,5.37624801002689e-14,"0","RP11-664D1.1"
"GNB2",4.19896282959422e-18,-1.27157368495071,0.14,0.313,5.75845762450551e-14,"0","GNB2"
"NDFIP1",4.46990735216691e-18,1.03016849605726,0.437,0.284,6.1300309427617e-14,"0","NDFIP1"
"H2AFY",4.54430054021875e-18,-1.4478187803184,0.171,0.344,6.232053760856e-14,"0","H2AFY"
"TGFBI",5.20302027324955e-18,-2.69134932420971,0.02,0.139,7.13542200273444e-14,"0","TGFBI"
"APOBEC3G",5.2365027176919e-18,-1.33165896229873,0.1,0.259,7.18133982704266e-14,"0","APOBEC3G"
"RPL28",5.46484796600275e-18,0.201029249707576,1,0.993,7.49449250057616e-14,"0","RPL28"
"ACTG1",5.75588950321431e-18,-0.532278752004578,0.826,0.878,7.8936268647081e-14,"0","ACTG1"
"LYST",6.11607372360075e-18,-2.29606103764989,0.031,0.158,8.38758350454607e-14,"0","LYST"
"FCGR2A",6.99664920111537e-18,-4.25543968313326,0.007,0.114,9.59520471440961e-14,"0","FCGR2A"
"GZMH",7.01409327750184e-18,-4.10821553095933,0.017,0.13,9.61912752076602e-14,"0","GZMH"
"STX7",8.23372081977214e-18,-2.55148541420773,0.033,0.158,1.12917247322355e-13,"0","STX7"
"NGFRAP1",9.70773727909785e-18,1.04702985009406,0.17,0.062,1.33131909045548e-13,"0","NGFRAP1"
"LINC00926",1.02163414098072e-17,-5.50692794015139,0.006,0.109,1.40106906094096e-13,"0","LINC00926"
"SCPEP1",1.02226197638707e-17,-2.3227962202859,0.041,0.171,1.40193007441722e-13,"0","SCPEP1"
"IFNGR2",1.03653638525981e-17,-2.05138368051486,0.056,0.194,1.4215059987453e-13,"0","IFNGR2"
"CTSD",1.05976372577693e-17,-1.44374492092072,0.126,0.284,1.45335997353048e-13,"0","CTSD"
"MT-ND1",1.1227304453236e-17,-0.377443531733263,0.926,0.954,1.53971253271679e-13,"0","MT-ND1"
"EPSTI1",1.12966653204808e-17,-1.83536940740281,0.076,0.221,1.54922468205073e-13,"0","EPSTI1"
"IGFBP7",1.28553185580152e-17,-4.54736030102627,0.009,0.115,1.76297838704621e-13,"0","IGFBP7"
"HOPX",1.44355047377305e-17,-2.19434053552351,0.05,0.184,1.97968511973235e-13,"0","HOPX"
"IL32",1.56306399513431e-17,0.189766165428314,0.767,0.475,2.14358596292719e-13,"0","IL32"
"THEMIS2",1.88151610426618e-17,-2.14265837335216,0.027,0.149,2.58031118539064e-13,"0","THEMIS2"
"CCL4",2.19892775352948e-17,-3.72761720492414,0.027,0.145,3.01560952119033e-13,"0","CCL4"
"SNX3",2.49281479259914e-17,-0.693468970192735,0.344,0.511,3.41864620657046e-13,"0","SNX3"
"RHOH",3.13467409562394e-17,1.01463029304622,0.363,0.209,4.29889205473867e-13,"0","RHOH"
"GLIPR2",3.94065553080117e-17,-1.32507153017952,0.107,0.267,5.40421499494073e-13,"0","GLIPR2"
"SUPT4H1",4.04868446222219e-17,-1.21622664545744,0.163,0.334,5.55236587149151e-13,"0","SUPT4H1"
"ARRB2",4.19424437030552e-17,-1.37789144913902,0.136,0.302,5.75198672943699e-13,"0","ARRB2"
"RAB8A",4.43681233120123e-17,-1.33706771511291,0.103,0.26,6.08464443100937e-13,"0","RAB8A"
"BLOC1S1",4.7972487572756e-17,-0.822699024454234,0.181,0.36,6.57894694572776e-13,"0","BLOC1S1"
"CD8B",5.12680946597032e-17,1.4493474022102,0.214,0.096,7.03090650163169e-13,"0","CD8B"
"IRF8",5.74808667938809e-17,-2.93347661078894,0.026,0.141,7.88292607211282e-13,"0","IRF8"
"WARS",7.34622299925558e-17,-2.18643385194555,0.043,0.17,1.00746102211791e-12,"0","WARS"
"SLC11A1",7.80570133691184e-17,-3.44945031278327,0.013,0.118,1.07047388134409e-12,"0","SLC11A1"
"MT2A",8.66008921548e-17,-1.38774206049344,0.201,0.359,1.18764463501093e-12,"0","MT2A"
"CSF3R",9.62964140893864e-17,-2.69407635265919,0.03,0.147,1.32060902282184e-12,"0","CSF3R"
"CPPED1",1.42825684518384e-16,-2.65158194471604,0.021,0.133,1.95871143748512e-12,"0","CPPED1"
"C1orf162",1.66681968556634e-16,-1.15311535370658,0.271,0.431,2.28587651678569e-12,"0","C1orf162"
"GSTO1",1.75721580251963e-16,-1.10097946387069,0.169,0.337,2.40984575157541e-12,"0","GSTO1"
"RP11-291B21.2",1.8993849407821e-16,2.71013906879681,0.087,0.019,2.60481650778857e-12,"0","RP11-291B21.2"
"APBA2",1.94244378740132e-16,2.15189704233531,0.111,0.031,2.66386741004218e-12,"0","APBA2"
"MYC",2.35541942549277e-16,1.14331083130518,0.237,0.115,3.23022220012078e-12,"0","MYC"
"GNAI2",2.50326050764835e-16,-1.41160972204531,0.117,0.271,3.43297146018895e-12,"0","GNAI2"
"HSBP1",2.51627498568393e-16,-1.75366936436256,0.064,0.198,3.45081951536694e-12,"0","HSBP1"
"DYNLL1",2.6250617879289e-16,-1.12873781526049,0.214,0.385,3.60000973596569e-12,"0","DYNLL1"
"EIF4EBP1",2.75919130860409e-16,-2.19175079809817,0.036,0.155,3.78395496061965e-12,"0","EIF4EBP1"
"NOP10",2.76597890585632e-16,-1.22876222041617,0.174,0.34,3.79326347149136e-12,"0","NOP10"
"TNFRSF1B",2.96800450909838e-16,-1.72308981817621,0.049,0.177,4.07032138377751e-12,"0","TNFRSF1B"
"ANXA1",3.19293423299532e-16,-0.785567515145283,0.483,0.633,4.37879000712977e-12,"0","ANXA1"
"CD33",3.22127304279631e-16,-3.94130813002884,0.004,0.099,4.41765385089086e-12,"0","CD33"
"NUCB2",3.27009508898293e-16,1.42680750824884,0.199,0.086,4.48460840503119e-12,"0","NUCB2"
"TAGLN2",3.97909210464213e-16,-0.838127883916142,0.381,0.559,5.45692691230621e-12,"0","TAGLN2"
"HINT1",4.09643255566597e-16,0.52410693557781,0.729,0.61,5.61784760684032e-12,"0","HINT1"
"PGLS",4.58060472729296e-16,-0.793405537937154,0.179,0.342,6.28184132300957e-12,"0","PGLS"
"TESC",4.61596013407296e-16,-3.50003755596088,0.009,0.106,6.33032772786765e-12,"0","TESC"
"ALDOA",5.09965689662523e-16,-0.522926820786088,0.626,0.737,6.99366946803183e-12,"0","ALDOA"
"PRR13",6.50071280873202e-16,-0.586719019969063,0.353,0.533,8.9150775458951e-12,"0","PRR13"
"SCO2",6.69925312298286e-16,-2.06527587569041,0.044,0.166,9.1873557328587e-12,"0","SCO2"
"TNRC6C",7.09423398540345e-16,2.1395201242742,0.104,0.028,9.72903248758229e-12,"0","TNRC6C"
"TSHZ2",7.22267032984989e-16,2.44079133096953,0.091,0.022,9.90517009035613e-12,"0","TSHZ2"
"PLBD1",1.03906327110578e-15,-3.50604645752028,0.014,0.115,1.42497136999447e-11,"0","PLBD1"
"C5AR1",1.168854786739e-15,-2.95603559600319,0.021,0.127,1.60296745453387e-11,"0","C5AR1"
"CD99",1.17765714268188e-15,-0.675351196756391,0.386,0.55,1.61503900547393e-11,"0","CD99"
"LAMTOR1",1.19854939845222e-15,-0.658472957078982,0.22,0.389,1.64369064503738e-11,"0","LAMTOR1"
"RHOB",1.35337045893106e-15,-2.22460050719105,0.043,0.161,1.85601224737806e-11,"0","RHOB"
"HHEX",1.63616715577136e-15,-3.8214088428349,0.009,0.103,2.24383963742485e-11,"0","HHEX"
"DNAJB1",1.73788080183851e-15,1.02234469756868,0.393,0.256,2.38332973164133e-11,"0","DNAJB1"
"RGS10",1.82031553447007e-15,0.667604484671499,0.524,0.378,2.49638072397226e-11,"0","RGS10"
"AHNAK",1.83372423158025e-15,-1.0738165338709,0.154,0.318,2.51476941118915e-11,"0","AHNAK"
"ACTN1",1.98261845543164e-15,1.20321046437979,0.141,0.05,2.71896294977896e-11,"0","ACTN1"
"SNX10",2.15449105643399e-15,-2.36225816601589,0.02,0.124,2.95466903479357e-11,"0","SNX10"
"SLC31A2",2.84092659832388e-15,-3.00379136676125,0.016,0.115,3.89604673694137e-11,"0","SLC31A2"
"ANXA4",3.43281164661324e-15,-2.23860001439247,0.023,0.128,4.70775789216539e-11,"0","ANXA4"
"VSTM1",4.61467971232647e-15,-8.23913609432912,0,0.083,6.32857175748452e-11,"0","VSTM1"
"PLEKHB1",4.8636130854421e-15,2.24412247026706,0.084,0.02,6.66995898537529e-11,"0","PLEKHB1"
"SNX2",5.10002286557581e-15,-1.32701191021208,0.109,0.252,6.99417135785066e-11,"0","SNX2"
"TRAT1",5.27246727215342e-15,1.05219412895482,0.264,0.14,7.2306616170312e-11,"0","TRAT1"
"PTPN6",5.60277318872637e-15,-1.11880538550505,0.18,0.337,7.68364315101935e-11,"0","PTPN6"
"TCL1A",5.92773062130715e-15,-4.06031603132889,0.026,0.127,8.12928977406063e-11,"0","TCL1A"
"GYPC",6.58310205605436e-15,0.870007679774832,0.394,0.256,9.02806615967295e-11,"0","GYPC"
"NCF1",7.59296003798297e-15,-1.93225848342803,0.074,0.199,1.04129853960899e-10,"0","NCF1"
"RBP7",8.10800672605129e-15,-4.58990927024964,0.004,0.09,1.11193204241067e-10,"0","RBP7"
"VPREB3",9.59644445656105e-15,-4.72824693359918,0.006,0.092,1.31605639277278e-10,"0","VPREB3"
"ATP6V1F",9.7941185885254e-15,-0.894206676828204,0.249,0.418,1.34316542323037e-10,"0","ATP6V1F"
"LILRA3",1.03472149004192e-14,-6.17861011202161,0.001,0.084,1.41901705144349e-10,"0","LILRA3"
"SEC11A",1.08730956521705e-14,-0.922048773565283,0.211,0.373,1.49113633773866e-10,"0","SEC11A"
"HMOX1",1.10215162669049e-14,-4.19747099364251,0.006,0.092,1.51149074084334e-10,"0","HMOX1"
"SERPINB1",1.22032703829653e-14,-0.862146164457331,0.247,0.408,1.67355650031986e-10,"0","SERPINB1"
"EIF4A2",1.3256772961885e-14,0.533122991760896,0.734,0.607,1.81803384399291e-10,"0","EIF4A2"
"AAK1",1.4854882263483e-14,1.23797849399831,0.229,0.115,2.03719855361406e-10,"0","AAK1"
"DBI",1.50430214774901e-14,-0.9502672903123,0.236,0.399,2.06299996542299e-10,"0","DBI"
"PLSCR1",2.00013076250169e-14,-1.78574004229096,0.054,0.172,2.74297932769482e-10,"0","PLSCR1"
"SMIM14",2.0155163841035e-14,-2.29410332056925,0.027,0.13,2.76407916915954e-10,"0","SMIM14"
"MSRB1",2.73717661715631e-14,-2.25722101182987,0.031,0.136,3.75376401276816e-10,"0","MSRB1"
"BEX2",2.91802005675401e-14,1.0535493481823,0.184,0.08,4.00177270583245e-10,"0","BEX2"
"LAT2",3.25559079010824e-14,-2.8255279310984,0.021,0.118,4.46471720955444e-10,"0","LAT2"
"COX5A",3.4621400768771e-14,-0.783631457393677,0.236,0.398,4.74797890142925e-10,"0","COX5A"
"LSP1",3.4885228424157e-14,-0.495757598657979,0.434,0.587,4.78416022608889e-10,"0","LSP1"
"YWHAH",3.96111382888256e-14,-1.12374079546669,0.097,0.234,5.43227150492954e-10,"0","YWHAH"
"WDR83OS",4.16752720457994e-14,-0.724397015241547,0.226,0.39,5.71534680836093e-10,"0","WDR83OS"
"EEF1D",4.26407766209161e-14,0.292798914719535,0.961,0.968,5.84775610579243e-10,"0","EEF1D"
"ZFP36",4.34160842889821e-14,-0.558302799194276,0.626,0.735,5.95408179939101e-10,"0","ZFP36"
"DUSP6",4.61034043865189e-14,-2.2123088968086,0.021,0.119,6.32262087756721e-10,"0","DUSP6"
"SCIMP",4.74750657242312e-14,-2.82207625130159,0.014,0.106,6.51073051342107e-10,"0","SCIMP"
"MARCH1",5.07445775272661e-14,-3.3238677123584,0.011,0.1,6.95911136208927e-10,"0","MARCH1"
"VCAN",5.52263842168353e-14,-2.48295454730838,0.024,0.123,7.57374633149679e-10,"0","VCAN"
"GNLY",5.67513279794214e-14,-4.19517689021153,0.091,0.212,7.78287711909785e-10,"0","GNLY"
"SYK",6.48267434530956e-14,-2.73872440164473,0.014,0.105,8.89033959715753e-10,"0","SYK"
"PSMA7",6.72262213472594e-14,-0.580362242572175,0.444,0.606,9.21940399556315e-10,"0","PSMA7"
"GCA",7.76706141464121e-14,-1.58393842011271,0.049,0.16,1.0651748024039e-09,"0","GCA"
"FOLR3",8.16563709983765e-14,-6.25380972249131,0.001,0.078,1.11983547187174e-09,"0","FOLR3"
"TMEM176B",8.85096169323882e-14,-4.06205741782086,0.006,0.087,1.21382088661077e-09,"0","TMEM176B"
"LILRB2",9.07869547492574e-14,-2.38788378082759,0.027,0.126,1.24505229743132e-09,"0","LILRB2"
"UNC93B1",9.54717367819873e-14,-2.04143811081366,0.017,0.11,1.30929939822817e-09,"0","UNC93B1"
"EAF2",9.6826640427794e-14,-2.79402227956408,0.024,0.12,1.32788054682677e-09,"0","EAF2"
"UBC",1.10559719829173e-13,-0.372942849914562,0.807,0.87,1.51621599773728e-09,"0","UBC"
"CD6",1.14047519924092e-13,1.32798901686548,0.184,0.084,1.564047688239e-09,"0","CD6"
"FCER2",1.18690954982841e-13,-6.55797659841159,0.001,0.077,1.62772775663468e-09,"0","FCER2"
"FLNA",1.2820353163123e-13,-1.02549522389426,0.111,0.249,1.75818323279069e-09,"0","FLNA"
"SYNGR2",1.37275201903862e-13,-1.71188736107752,0.053,0.166,1.88259211890956e-09,"0","SYNGR2"
"ID2",1.37767534593095e-13,-0.984304283798547,0.274,0.428,1.8893439694097e-09,"0","ID2"
"ATP1B3",1.45006057390071e-13,-1.43444789209203,0.074,0.198,1.98861307104743e-09,"0","ATP1B3"
"GLUL",1.46424726575062e-13,-1.82171734196797,0.043,0.151,2.0080687002504e-09,"0","GLUL"
"BST1",1.51057370900091e-13,-3.32203138402438,0.011,0.097,2.07160078452385e-09,"0","BST1"
"BID",1.58295725563561e-13,-1.33256345374874,0.109,0.242,2.17086758037867e-09,"0","BID"
"CD300E",1.6635761874348e-13,-3.20700643548688,0.004,0.083,2.28142838344809e-09,"0","CD300E"
"IRF7",1.77326569556147e-13,-1.43233311685192,0.074,0.197,2.43185657489301e-09,"0","IRF7"
"YBX3",1.84014567584902e-13,-2.20733590326416,0.031,0.131,2.52357577985934e-09,"0","YBX3"
"GNB2L1",1.90528536962577e-13,0.231838694854461,0.986,0.978,2.61290835590478e-09,"0","GNB2L1"
"BAX",3.15804439670105e-13,-0.87663515917499,0.196,0.347,4.33094208563581e-09,"0","BAX"
"C4orf48",3.3632313653651e-13,-1.42368571387733,0.071,0.191,4.61233549446170e-09,"0","C4orf48"
"SLC16A3",3.61032512412536e-13,-3.17941256861427,0.011,0.095,4.95119987522552e-09,"0","SLC16A3"
"GPBAR1",3.62369964999183e-13,-3.66013593292215,0.007,0.087,4.9695416999988e-09,"0","GPBAR1"
"ARF1",4.06298718712976e-13,-0.451076691287737,0.334,0.498,5.57198062842976e-09,"0","ARF1"
"RAB31",4.24789982352826e-13,-7.9224487887844,0,0.071,5.82556981798666e-09,"0","RAB31"
"LCP1",4.26139371233149e-13,-0.676698727631644,0.279,0.426,5.8440753370914e-09,"0","LCP1"
"PDLIM1",4.28826040436598e-13,-4.12929591855179,0.006,0.083,5.88092031854751e-09,"0","PDLIM1"
"RPL23",4.81575717455031e-13,0.298394542304606,0.896,0.844,6.60432938917829e-09,"0","RPL23"
"MIR142",5.16279140590466e-13,-1.06990400829638,0.077,0.2,7.08025213405765e-09,"0","MIR142"
"LSMD1",5.38996063557743e-13,-1.33237345163036,0.086,0.209,7.39179201563089e-09,"0","LSMD1"
"IFI35",6.46585129771607e-13,-1.45939664380327,0.09,0.215,8.86726846968782e-09,"0","IFI35"
"SH3BGRL",6.7786375102679e-13,-0.823997384211645,0.336,0.482,9.2962234815814e-09,"0","SH3BGRL"
"PRDX5",7.03447524306353e-13,-0.915408685347335,0.243,0.395,9.64707934833733e-09,"0","PRDX5"
"BTK",7.09299349729229e-13,-2.85901767674947,0.019,0.106,9.72733128218664e-09,"0","BTK"
"AKIRIN2",7.43310588578398e-13,-1.52187367659277,0.05,0.158,1.01937614117641e-08,"0","AKIRIN2"
"DYNLT1",7.73598823166395e-13,-1.20464035912336,0.097,0.227,1.06091342609039e-08,"0","DYNLT1"
"CLEC7A",7.86266096083972e-13,-3.24280358352247,0.01,0.09,1.07828532416956e-08,"0","CLEC7A"
"ZFP36L2",9.28804802721158e-13,0.488058031488356,0.733,0.623,1.2737629064518e-08,"0","ZFP36L2"
"CSTB",1.02776297132198e-12,-0.86021892169252,0.263,0.41,1.40947413887096e-08,"0","CSTB"
"RPL8",1.03638533184683e-12,0.232369084506058,0.993,0.986,1.42129884409475e-08,"0","RPL8"
"S100A12",1.12432944955639e-12,-5.57692378412878,0.003,0.075,1.54190540712163e-08,"0","S100A12"
"ARHGEF40",1.25468338772237e-12,-4.42438067850041,0.003,0.075,1.72067279792246e-08,"0","ARHGEF40"
"COMMD6",1.3358893895831e-12,0.492802756563123,0.671,0.577,1.83203870887427e-08,"0","COMMD6"
"ASCL2",1.34037322397858e-12,-3.03649429236273,0.009,0.086,1.83818783936423e-08,"0","ASCL2"
"PGAM1",1.55937648120892e-12,-1.02947345949402,0.137,0.273,2.13852890632991e-08,"0","PGAM1"
"OCIAD2",1.55953041587708e-12,0.750908067543858,0.32,0.193,2.13874001233382e-08,"0","OCIAD2"
"CD1D",1.69950627282918e-12,-4.8903973959421,0.003,0.074,2.33070290255793e-08,"0","CD1D"
"CAST",1.80241799319593e-12,-1.28151245567283,0.079,0.195,2.4718360358689e-08,"0","CAST"
"LSM10",1.86669063462402e-12,-1.02122241142977,0.114,0.247,2.55997953632338e-08,"0","LSM10"
"LINC00152",1.96374853655068e-12,-1.80018789253272,0.029,0.121,2.6930847430256e-08,"0","LINC00152"
"PRAM1",2.14400493567842e-12,-3.0736052319,0.011,0.09,2.94028836878939e-08,"0","PRAM1"
"NAGK",2.25120354667318e-12,-1.53610237017017,0.049,0.152,3.0873005439076e-08,"0","NAGK"
"OSCAR",2.25240850549131e-12,-4.71990425506435,0.003,0.073,3.08895302443078e-08,"0","OSCAR"
"CLTB",2.39998747109772e-12,-1.15382734155665,0.1,0.224,3.29134281786342e-08,"0","CLTB"
"COX8A",2.52459515355218e-12,-0.677489335284894,0.273,0.428,3.46222979358146e-08,"0","COX8A"
"CSF1R",2.65354440933410e-12,-2.57098995454575,0.013,0.093,3.63907080296079e-08,"0","CSF1R"
"TNFSF10",2.65818565066825e-12,-1.27494669332408,0.121,0.251,3.64543580132644e-08,"0","TNFSF10"
"GAPT",2.75430525736278e-12,-3.49944421403708,0.009,0.084,3.77725422994732e-08,"0","GAPT"
"DDAH2",2.76404710974715e-12,-2.56271279376358,0.011,0.09,3.79061420630724e-08,"0","DDAH2"
"NUDT16",2.95088142182056e-12,-2.67448623380576,0.017,0.1,4.04683878188471e-08,"0","NUDT16"
"TGFB1",3.01263903018877e-12,-0.960044799726494,0.107,0.234,4.13153316600088e-08,"0","TGFB1"
"ATP5G2",3.06688134300792e-12,-0.448359415018716,0.796,0.833,4.20592107380106e-08,"0","ATP5G2"
"GRINA",3.2008028257554e-12,-1.91426471527796,0.033,0.127,4.38958099524096e-08,"0","GRINA"
"UQCRC1",3.71849188940768e-12,-0.708306071613653,0.093,0.217,5.0995397771337e-08,"0","UQCRC1"
"TPM4",3.78256351008443e-12,-1.69820639264458,0.053,0.158,5.18740759772979e-08,"0","TPM4"
"SIGLEC10",4.1939705226905e-12,-3.85781544526485,0.006,0.077,5.75161117481775e-08,"0","SIGLEC10"
"IL1B",4.27733910275827e-12,-2.75331031292038,0.019,0.101,5.8659428455227e-08,"0","IL1B"
"NDUFB7",4.35618387487665e-12,-0.869213819238714,0.183,0.325,5.97407056600583e-08,"0","NDUFB7"
"NCF4",4.63746630330798e-12,-3.16787046536111,0.009,0.083,6.35982128835657e-08,"0","NCF4"
"RBX1",4.67718321767651e-12,-0.806867742809409,0.184,0.332,6.41428906472156e-08,"0","RBX1"
