"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CMTM3.4",4.38268414969796e-06,0.917634255028413,0.5,0.153,0.0601041304289578,"7","CMTM3"
"CAPNS1.5",4.41241065428618e-06,1.91250127256099,0.438,0.126,0.0605117997128807,"7","CAPNS1"
"ZNF710.1",4.5734288587214e-06,2.63694409150762,0.094,0.01,0.0627200033685053,"7","ZNF710"
"HLA-E.4",4.57794562801934e-06,-1.16054618630269,0.938,0.887,0.0627819463426573,"7","HLA-E"
"PAFAH1B1.2",4.70481147485427e-06,0.816768797468702,0.281,0.063,0.0645217845661515,"7","PAFAH1B1"
"NANS.5",4.74427123713857e-06,0.88355361432013,0.406,0.112,0.0650629357461184,"7","NANS"
"MCM6.1",4.82449485536466e-06,2.35367081063164,0.094,0.01,0.066163122446471,"7","MCM6"
"TPK1",4.82490570085765e-06,1.68790737554445,0.156,0.024,0.0661687567815618,"7","TPK1"
"ZBTB33",4.83966790647264e-06,2.08125053935397,0.094,0.01,0.0663712056693657,"7","ZBTB33"
"CTU1",4.90081563102613e-06,2.26822763303358,0.094,0.01,0.0672097855638924,"7","CTU1"
"AC015987.2",4.93166712276314e-06,2.15941196332794,0.094,0.01,0.0676328829215737,"7","AC015987.2"
"NRIP1",4.93166712276314e-06,2.22739120612283,0.094,0.01,0.0676328829215737,"7","NRIP1"
"SPATA5",4.96270400531213e-06,1.91514386554161,0.094,0.01,0.0680585227288506,"7","SPATA5"
"ITPR2",4.96270400531213e-06,2.27535689134262,0.094,0.01,0.0680585227288506,"7","ITPR2"
"C22orf34",4.96270400531213e-06,1.97268433298943,0.094,0.01,0.0680585227288506,"7","C22orf34"
"SLC35E1",5.12753879440729e-06,1.58584135531707,0.156,0.024,0.0703190670265016,"7","SLC35E1"
"CBR1.5",5.13242804704157e-06,1.18251223262057,0.406,0.116,0.070386118237128,"7","CBR1"
"RPS11.6",5.13899203515777e-06,0.506625886817813,1,0.949,0.0704761367701537,"7","RPS11"
"YWHAH.6",5.17795560549546e-06,0.70874745706787,0.594,0.193,0.0710104831737647,"7","YWHAH"
"CCDC6",5.2536114531395e-06,1.45277430779632,0.156,0.024,0.0720480274683551,"7","CCDC6"
"SLC33A1",5.27490979760681e-06,1.52245484987914,0.156,0.024,0.0723401129643798,"7","SLC33A1"
"ELK4",5.66390467617251e-06,2.22553852124194,0.125,0.017,0.0776747887290297,"7","ELK4"
"EFHD2.6",5.66862566391609e-06,0.751792691693816,0.562,0.189,0.0777395323549452,"7","EFHD2"
"NAMPT.5",5.74351760114353e-06,1.07032485456165,0.344,0.089,0.0787666003820824,"7","NAMPT"
"SEC13.4",5.77009085673605e-06,0.936301523700676,0.375,0.1,0.0791310260092782,"7","SEC13"
"PFKL.3",5.92135540892155e-06,1.10437864515643,0.375,0.103,0.0812054680779501,"7","PFKL"
"MRPS25.2",5.92727368986251e-06,1.33793734771377,0.281,0.065,0.0812866313827744,"7","MRPS25"
"RNASET2.5",6.00789708902984e-06,0.874884697540615,0.938,0.494,0.0823923006789552,"7","RNASET2"
"TIMM21",6.03058872389586e-06,1.6802238703514,0.125,0.017,0.0827034937595078,"7","TIMM21"
"THEMIS2.7",6.03905264743686e-06,0.854392267632585,0.406,0.113,0.082819568006949,"7","THEMIS2"
"CSF3R.6",6.05225480456185e-06,0.605411493758562,0.406,0.112,0.0830006223897612,"7","CSF3R"
"ADRM1.4",6.07082319870089e-06,0.528141702983048,0.562,0.172,0.083255269346984,"7","ADRM1"
"RSPRY1",6.09599700129375e-06,1.53656881426662,0.188,0.033,0.0836005028757425,"7","RSPRY1"
"PPA1.6",6.15035704130456e-06,1.02635718085863,0.719,0.311,0.0843459964644507,"7","PPA1"
"IFITM3.6",6.16398442077783e-06,1.09154396363726,0.594,0.221,0.0845328823465472,"7","IFITM3"
"RAB11FIP1.3",6.25945693720012e-06,1.10014264108095,0.281,0.065,0.0858421924367625,"7","RAB11FIP1"
"AMPD2.5",6.42545132301675e-06,1.46265743934219,0.25,0.054,0.0881186394438517,"7","AMPD2"
"PACSIN2",6.42666714852946e-06,0.789521061660627,0.219,0.043,0.088135313274933,"7","PACSIN2"
"OSTC.3",6.52863319571564e-06,0.706264950731642,0.562,0.183,0.0895336756460442,"7","OSTC"
"GFM1",6.57652290327666e-06,1.2273310584188,0.188,0.033,0.0901904350955362,"7","GFM1"
"PDLIM7.4",6.87278515313728e-06,1.48176982165244,0.188,0.034,0.0942533755901247,"7","PDLIM7"
"POGK",7.02591651694389e-06,2.23039378244867,0.125,0.017,0.0963534191133685,"7","POGK"
"DLGAP4.1",7.14695272063384e-06,1.45209339529798,0.219,0.044,0.0980133096107725,"7","DLGAP4"
"OXA1L.4",7.15539912716839e-06,0.810970875932553,0.594,0.199,0.0981291436299873,"7","OXA1L"
"APPL1.2",7.35129275712367e-06,1.39684018548496,0.25,0.055,0.100815628871194,"7","APPL1"
"MRPS22.2",7.37653333631622e-06,1.05642476201875,0.281,0.065,0.101161778174241,"7","MRPS22"
"DNM2.1",7.40704968019169e-06,1.31565309428921,0.281,0.066,0.101580279314149,"7","DNM2"
"CYBA.5",7.49790738602478e-06,0.644484339947652,1,0.845,0.102826301891944,"7","CYBA"
"COMMD9.4",7.68578479296806e-06,0.992085945689662,0.406,0.118,0.105402852650764,"7","COMMD9"
"GSTZ1.2",7.74453660137234e-06,1.55437940337868,0.156,0.025,0.10620857495122,"7","GSTZ1"
"ZNF562",7.80967521064658e-06,2.11390115702685,0.094,0.01,0.107101885838807,"7","ZNF562"
"BTN2A2.2",7.86982622471539e-06,1.95585592138229,0.125,0.017,0.107926796845747,"7","BTN2A2"
"ZFAT",7.92279705083605e-06,3.40877258015236,0.062,0.005,0.108653238755166,"7","ZFAT"
"PLEKHF2.3",7.99136390872275e-06,0.414443700764057,0.344,0.087,0.109593564644224,"7","PLEKHF2"
"RP11-386G11.10",8.0007292363905e-06,1.91644934248148,0.094,0.01,0.109722000747859,"7","RP11-386G11.10"
"SBNO1.1",8.08254121552098e-06,1.21815385549866,0.25,0.055,0.110843970229655,"7","SBNO1"
"NCBP1",8.0954781266542e-06,1.84619293588303,0.125,0.017,0.111021387028936,"7","NCBP1"
"PELI3.1",8.27349298107602e-06,3.11248837381876,0.062,0.005,0.113462682742477,"7","PELI3"
"NF1",8.28823283232186e-06,1.41179811200045,0.125,0.017,0.113664825062462,"7","NF1"
"RP11-126K1.6",8.34539058859245e-06,2.61260565524496,0.062,0.005,0.114448686531957,"7","RP11-126K1.6"
"RBM17",8.36365252204878e-06,0.787200401005993,0.5,0.155,0.114699130687377,"7","RBM17"
"CLIC1.6",8.39212725208784e-06,0.651426532545044,1,0.641,0.115089633135133,"7","CLIC1"
"SMIM12.2",8.49871258007651e-06,0.79392682378955,0.406,0.114,0.116551344323169,"7","SMIM12"
"MRPL9.1",8.55006531596915e-06,0.500381359791741,0.469,0.136,0.117255595743201,"7","MRPL9"
"IFNAR1.2",8.66441401801577e-06,1.08266214802416,0.281,0.066,0.118823773843068,"7","IFNAR1"
"FGL2.6",8.68288276284264e-06,0.897795459612596,0.406,0.123,0.119077054209624,"7","FGL2"
"SLC25A6.5",8.83644625658935e-06,0.757637573773313,1,0.831,0.121183023962866,"7","SLC25A6"
"FKBP5.2",9.01135610943656e-06,0.627610884718201,0.312,0.078,0.123581737684813,"7","FKBP5"
"NCKAP1L.3",9.03457411973722e-06,0.770141499222402,0.375,0.104,0.123900149478076,"7","NCKAP1L"
"ATP6AP1.2",9.33007358027968e-06,1.31390832294736,0.312,0.081,0.127952629079956,"7","ATP6AP1"
"SOAT1.2",9.33487625595054e-06,1.01587670554499,0.188,0.034,0.128018492974106,"7","SOAT1"
"PAIP1.1",9.56597996807306e-06,1.11612382320754,0.281,0.066,0.131187849282154,"7","PAIP1"
"HDAC3",9.6777937763797e-06,1.17443872450135,0.312,0.079,0.132721263849271,"7","HDAC3"
"HMGA1.1",9.69724227887023e-06,1.08245152755934,0.406,0.119,0.132987980612426,"7","HMGA1"
"SMARCA4.1",9.82993599963606e-06,0.514539898524406,0.219,0.045,0.134807742299009,"7","SMARCA4"
"CIDEB.1",9.89126513616193e-06,1.75521910600354,0.156,0.026,0.135648810077325,"7","CIDEB"
"SNRNP27",1.00621159842576e-05,1.14556788463552,0.25,0.056,0.137991858608109,"7","SNRNP27"
"ATF3.6",1.01551248478682e-05,1.5268752488646,0.25,0.057,0.139267382163664,"7","ATF3"
"HAGHL",1.03306387800151e-05,1.27659527099559,0.156,0.025,0.141674380229127,"7","HAGHL"
"ENDOV",1.03497293407771e-05,1.11423852874029,0.188,0.035,0.141936188179417,"7","ENDOV"
"DCXR",1.0493095472819e-05,0.836659574726586,0.531,0.173,0.143902311314239,"7","DCXR"
"SYNGR2.6",1.0659443888509e-05,0.920952901503874,0.438,0.132,0.146183613487012,"7","SYNGR2"
"MPEG1.7",1.06622257714321e-05,0.885540399528639,0.375,0.106,0.14622176422942,"7","MPEG1"
"CUL3",1.06637828344133e-05,1.13660564044869,0.188,0.035,0.146243117791145,"7","CUL3"
"ARIH1",1.06893866443944e-05,1.78208630157318,0.125,0.017,0.146594248441224,"7","ARIH1"
"TMEM219.4",1.08171258083002e-05,0.44572664920876,0.75,0.27,0.148346063335029,"7","TMEM219"
"COPS7A.1",1.09505635087011e-05,1.18917339982215,0.188,0.035,0.150176027958326,"7","COPS7A"
"MOB1A.2",1.10022203457111e-05,0.881117447894996,0.562,0.192,0.150884449821082,"7","MOB1A"
"FAM173A",1.10216065130015e-05,0.536822439611506,0.375,0.101,0.151150311719303,"7","FAM173A"
"ATAD2B.1",1.10569150473085e-05,2.81218938520527,0.094,0.01,0.151634532958789,"7","ATAD2B"
"TMEM109.4",1.11313814666233e-05,1.07473436916922,0.406,0.121,0.152655765433272,"7","TMEM109"
"MCTP1.3",1.11870858452424e-05,2.58799060504598,0.094,0.01,0.153419695281655,"7","MCTP1"
"DR1.1",1.12636370810509e-05,0.865247451128238,0.406,0.116,0.154469518929532,"7","DR1"
"ICT1.2",1.12786961759893e-05,1.15785950676595,0.281,0.068,0.154676039357518,"7","ICT1"
"PXMP2",1.1544826561766e-05,2.49596203542584,0.125,0.018,0.158325751468059,"7","PXMP2"
"HCFC1",1.1564607489748e-05,1.36912930776236,0.188,0.035,0.158597027114404,"7","HCFC1"
"C19orf10.4",1.17006694477755e-05,0.897944144878995,0.594,0.214,0.160462980806794,"7","C19orf10"
"SNAP29.4",1.20548956047534e-05,1.30264938907985,0.312,0.082,0.165320838323588,"7","SNAP29"
"EIF3L.2",1.2098572705814e-05,0.967727236855288,0.969,0.543,0.165919826087533,"7","EIF3L"
"TMEM62",1.23541722266024e-05,1.89851261597455,0.094,0.01,0.169425117915625,"7","TMEM62"
"ZNF383",1.23541722266024e-05,1.84345458600456,0.094,0.01,0.169425117915625,"7","ZNF383"
"VPS29.3",1.24441060287771e-05,0.806066231254154,0.562,0.193,0.170658470078649,"7","VPS29"
"JOSD2.4",1.24988277109554e-05,0.959934972514702,0.344,0.092,0.171408923228043,"7","JOSD2"
"IL10RB-AS1.3",1.24988786271637e-05,2.05490718070551,0.094,0.01,0.171409621492923,"7","IL10RB-AS1"
"WDR4",1.24988786271637e-05,1.70748462839956,0.094,0.01,0.171409621492923,"7","WDR4"
"SNX5.2",1.27371908569647e-05,0.513682039755359,0.375,0.103,0.174677835412415,"7","SNX5"
"RPS20.6",1.32380116236436e-05,-0.883814270366099,0.969,0.954,0.181546091406649,"7","RPS20"
"CLNS1A",1.33533621493544e-05,0.716238244394926,0.594,0.211,0.183128008516246,"7","CLNS1A"
"NOTCH2.3",1.36886487006889e-05,1.28842544961724,0.219,0.046,0.187726128281247,"7","NOTCH2"
"HGSNAT",1.3705362674175e-05,1.45139759785467,0.219,0.046,0.187955343713636,"7","HGSNAT"
"KCTD18",1.37585703704912e-05,1.57762875387018,0.156,0.026,0.188685034060917,"7","KCTD18"
"PDCD7",1.38591123906717e-05,0.986245592923225,0.312,0.08,0.190063867325672,"7","PDCD7"
"RP11-446E9.2",1.39322743776057e-05,4.38431912057063,0.031,0.001,0.191067210814485,"7","RP11-446E9.2"
"LRP12",1.39322743776057e-05,4.45557232307927,0.031,0.001,0.191067210814485,"7","LRP12"
"RP11-513M16.8",1.39322743776057e-05,4.37385501688845,0.031,0.001,0.191067210814485,"7","RP11-513M16.8"
"C10orf105",1.39322743776057e-05,4.56372308511648,0.031,0.001,0.191067210814485,"7","C10orf105"
"CIB2",1.39322743776057e-05,4.5186744400069,0.031,0.001,0.191067210814485,"7","CIB2"
"RP11-54O7.11",1.41538433679722e-05,4.03288680770448,0.031,0.001,0.194105807948371,"7","RP11-54O7.11"
"TRNP1.1",1.41538433679722e-05,4.73163595111988,0.031,0.001,0.194105807948371,"7","TRNP1"
"ASAP2",1.41538433679722e-05,3.66317792612255,0.031,0.001,0.194105807948371,"7","ASAP2"
"RP11-803B1.8",1.41538433679722e-05,4.4078131472471,0.031,0.001,0.194105807948371,"7","RP11-803B1.8"
"H1FX-AS1",1.41538433679722e-05,3.32009054492865,0.031,0.001,0.194105807948371,"7","H1FX-AS1"
"RP11-16N11.2",1.41538433679722e-05,3.95541086486771,0.031,0.001,0.194105807948371,"7","RP11-16N11.2"
"SGMS2",1.41538433679722e-05,3.85334248971433,0.031,0.001,0.194105807948371,"7","SGMS2"
"INTU",1.41538433679722e-05,3.58629390055913,0.031,0.001,0.194105807948371,"7","INTU"
"RP11-10K16.1",1.41538433679722e-05,3.0695823859428,0.031,0.001,0.194105807948371,"7","RP11-10K16.1"
"LSM11",1.41538433679722e-05,4.23552066679095,0.031,0.001,0.194105807948371,"7","LSM11"
"RP1-244F24.1",1.41538433679722e-05,4.34238782725246,0.031,0.001,0.194105807948371,"7","RP1-244F24.1"
"RP11-758P17.3",1.41538433679722e-05,3.86353507053484,0.031,0.001,0.194105807948371,"7","RP11-758P17.3"
"LZTS1.1",1.41538433679722e-05,3.80793947222849,0.031,0.001,0.194105807948371,"7","LZTS1"
"C9orf96",1.41538433679722e-05,4.01038519108201,0.031,0.001,0.194105807948371,"7","C9orf96"
"PGBD3",1.41538433679722e-05,3.82577482179599,0.031,0.001,0.194105807948371,"7","PGBD3"
"SCD",1.41538433679722e-05,3.48865530450933,0.031,0.001,0.194105807948371,"7","SCD"
"RP11-315O6.1",1.41538433679722e-05,3.94908035328205,0.031,0.001,0.194105807948371,"7","RP11-315O6.1"
"KNTC1",1.41538433679722e-05,3.77306220170201,0.031,0.001,0.194105807948371,"7","KNTC1"
"THTPA",1.41538433679722e-05,3.93875843741293,0.031,0.001,0.194105807948371,"7","THTPA"
"CTD-2555O16.4",1.41538433679722e-05,4.31177637503038,0.031,0.001,0.194105807948371,"7","CTD-2555O16.4"
"C14orf79",1.41538433679722e-05,4.13097168385314,0.031,0.001,0.194105807948371,"7","C14orf79"
"TVP23A",1.41538433679722e-05,4.21474439378486,0.031,0.001,0.194105807948371,"7","TVP23A"
"ZKSCAN2.1",1.41538433679722e-05,3.90477698776196,0.031,0.001,0.194105807948371,"7","ZKSCAN2"
"RP11-96D1.11",1.41538433679722e-05,3.72711417715959,0.031,0.001,0.194105807948371,"7","RP11-96D1.11"
"LRRC46",1.41538433679722e-05,4.19218036863768,0.031,0.001,0.194105807948371,"7","LRRC46"
"HSF5",1.41538433679722e-05,3.95157187118106,0.031,0.001,0.194105807948371,"7","HSF5"
"PHLPP1",1.41538433679722e-05,4.2120843244524,0.031,0.001,0.194105807948371,"7","PHLPP1"
"RP11-17M16.1",1.41538433679722e-05,4.4229718390634,0.031,0.001,0.194105807948371,"7","RP11-17M16.1"
"LRG1",1.41538433679722e-05,4.0363973390278,0.031,0.001,0.194105807948371,"7","LRG1"
"CYP2S1",1.41538433679722e-05,4.5322762569768,0.031,0.001,0.194105807948371,"7","CYP2S1"
"CTD-2616J11.2",1.41538433679722e-05,3.92295340843686,0.031,0.001,0.194105807948371,"7","CTD-2616J11.2"
"SSC5D",1.41538433679722e-05,4.14667267694078,0.031,0.001,0.194105807948371,"7","SSC5D"
"HAUS4.2",1.4465468825114e-05,0.975440611985769,0.281,0.068,0.198379439467613,"7","HAUS4"
"ACOT2",1.45794286842082e-05,1.8224673832303,0.156,0.026,0.199942284975231,"7","ACOT2"
"AURKAIP1.2",1.48642766977746e-05,0.883281154103611,0.719,0.283,0.203848690633281,"7","AURKAIP1"
"ELMO1",1.49254230123593e-05,0.91953638796183,0.281,0.068,0.204687251191496,"7","ELMO1"
"FPGS.1",1.50676992466525e-05,1.27973925506691,0.188,0.035,0.206638427468592,"7","FPGS"
"BAG1.3",1.51317776981041e-05,0.84350924315497,0.531,0.173,0.2075171993518,"7","BAG1"
"S100A11.5",1.54957414490985e-05,0.431125322789449,1,0.521,0.212508598232937,"7","S100A11"
"IRF7.3",1.59345176972465e-05,1.98234486077055,0.469,0.161,0.218525975700039,"7","IRF7"
"TMEM39B",1.59936256791371e-05,1.73034706933659,0.156,0.026,0.219336582563686,"7","TMEM39B"
"MCRS1.1",1.60116916952063e-05,1.0728670798946,0.312,0.081,0.219584339908059,"7","MCRS1"
"NAGA.5",1.60898095656997e-05,1.39522855235494,0.219,0.046,0.220655648384005,"7","NAGA"
"PGM2",1.61718618125039e-05,1.52202880962787,0.156,0.026,0.221780912896679,"7","PGM2"
"IL18BP",1.62284812884039e-05,2.08956709383423,0.125,0.018,0.222557392389171,"7","IL18BP"
"VPS72",1.64970361203491e-05,0.770738020859987,0.281,0.068,0.226240353354467,"7","VPS72"
"IGFBP7.7",1.71185378954609e-05,0.513172343992598,0.312,0.084,0.234763628698351,"7","IGFBP7"
"GNG5.4",1.7234115366072e-05,1.25962619817141,0.688,0.289,0.236348658130311,"7","GNG5"
"CHRNE",1.78908478895897e-05,3.3673851728919,0.062,0.005,0.245355087957833,"7","CHRNE"
"CFL1.6",1.79179364602053e-05,0.546860466011718,1,0.915,0.245726580615256,"7","CFL1"
"CCR1.4",1.82835757054595e-05,1.858229462525,0.125,0.018,0.250740957224672,"7","CCR1"
"RNF181.4",1.8315103549283e-05,0.537536443914037,0.625,0.213,0.251173330074867,"7","RNF181"
"GHRL.1",1.83291769039537e-05,3.12356772992821,0.062,0.005,0.25136633206082,"7","GHRL"
"NCKAP5L.2",1.8348876050169e-05,2.12064965674608,0.094,0.011,0.251636486152018,"7","NCKAP5L"
"NLRP3.4",1.85865608732641e-05,1.85993235289686,0.156,0.027,0.254896095815943,"7","NLRP3"
"ANKIB1",1.86083556032185e-05,1.58734277424939,0.125,0.018,0.255194988742539,"7","ANKIB1"
"GTF3C6.1",1.86269056737304e-05,0.750724525281672,0.469,0.145,0.255449384409538,"7","GTF3C6"
"C7orf13",1.86270594734379e-05,2.65190714863347,0.062,0.005,0.255451493618727,"7","C7orf13"
"VPS39",1.88555391938903e-05,1.62622664630984,0.125,0.018,0.258584864505011,"7","VPS39"
"SEC61B.4",1.89041170566865e-05,0.923454209177694,0.781,0.314,0.259251061315398,"7","SEC61B"
"PMEPA1",1.89295499858822e-05,2.34604496063997,0.062,0.005,0.259599848506388,"7","PMEPA1"
"RPS25.5",1.90311014537534e-05,-0.745931851465439,1,0.981,0.260992525336774,"7","RPS25"
"TREML2.1",1.90825442256585e-05,2.21014812655433,0.062,0.005,0.26169801151068,"7","TREML2"
"ZNF189",1.90825442256585e-05,2.54127661547236,0.062,0.005,0.26169801151068,"7","ZNF189"
"ERP27",1.90825442256585e-05,2.49872978582409,0.062,0.005,0.26169801151068,"7","ERP27"
"EXD2",1.90825442256585e-05,2.76030810199307,0.062,0.005,0.26169801151068,"7","EXD2"
"C19orf40",1.90825442256585e-05,2.62649498975935,0.062,0.005,0.26169801151068,"7","C19orf40"
"SMPD2.2",1.91899857364469e-05,1.44385655703297,0.125,0.018,0.263171464389633,"7","SMPD2"
"POLR2A",1.92599933080937e-05,1.15538820631469,0.281,0.07,0.264131548227197,"7","POLR2A"
"SAMD9L.1",1.93359037609854e-05,0.766728592590476,0.344,0.095,0.265172584178154,"7","SAMD9L"
"ATP5C1.3",1.94175810946343e-05,1.49559806990081,0.75,0.305,0.266292707131815,"7","ATP5C1"
"EAF2.6",1.96279246535418e-05,0.263341710365118,0.344,0.092,0.269177358698672,"7","EAF2"
"TM9SF2.1",2.04021560180965e-05,0.939378272870619,0.281,0.069,0.279795167632175,"7","TM9SF2"
"INPP5D.2",2.04767001025603e-05,1.16680684558555,0.312,0.083,0.280817465206512,"7","INPP5D"
"MTCH1.1",2.08366658747703e-05,1.00550679228868,0.438,0.139,0.285754035806601,"7","MTCH1"
"NDUFAB1",2.09840428305171e-05,1.00596631800207,0.562,0.2,0.287775163377711,"7","NDUFAB1"
"SAT2.4",2.10033526947444e-05,0.294247943128657,0.531,0.167,0.288039978855724,"7","SAT2"
"ESD.1",2.15250951096336e-05,0.927982096815521,0.344,0.095,0.295195154333515,"7","ESD"
"FCGR2B.3",2.16717929185147e-05,1.63092885350446,0.156,0.027,0.29720696808451,"7","FCGR2B"
"ZSWIM7.3",2.23447743736686e-05,0.634338741489771,0.344,0.092,0.306436235760491,"7","ZSWIM7"
"AOAH.6",2.23523182675056e-05,0.907374388947984,0.406,0.123,0.306539692720572,"7","AOAH"
"HADH",2.24112972356825e-05,1.19389724115178,0.188,0.036,0.30734853029015,"7","HADH"
"GNB2.4",2.25893395062409e-05,0.756014204474456,0.688,0.262,0.309790201988587,"7","GNB2"
"PITHD1.1",2.26698129488339e-05,0.516287101462882,0.438,0.132,0.310893814780308,"7","PITHD1"
"B4GALT4.1",2.30356679540543e-05,1.47958703322442,0.156,0.027,0.315911150321901,"7","B4GALT4"
"MAP2K6",2.40083191900079e-05,1.64217182680428,0.125,0.018,0.329250089371769,"7","MAP2K6"
"B4GALT7.1",2.40471650050465e-05,1.778938342064,0.156,0.027,0.329782820879207,"7","B4GALT7"
"ARHGAP27.3",2.4110764323297e-05,1.11306560400579,0.25,0.058,0.330655021929695,"7","ARHGAP27"
"OGDH.1",2.41480455597285e-05,0.966688272694664,0.219,0.047,0.331166296806116,"7","OGDH"
"FCF1",2.46437422667837e-05,2.57617777464025,0.094,0.011,0.337964281446672,"7","FCF1"
"OGFRL1.2",2.47423437484208e-05,1.73083638904356,0.125,0.018,0.339316502165844,"7","OGFRL1"
"EIF2B1",2.5280513070811e-05,0.8480576548124,0.312,0.084,0.346696956253102,"7","EIF2B1"
"MIIP.2",2.52848588117791e-05,1.04238341023751,0.25,0.058,0.346756553744738,"7","MIIP"
"PLD3.1",2.56025825280176e-05,0.954108289255386,0.312,0.084,0.351113816789234,"7","PLD3"
"RPL26L1.3",2.5745877758282e-05,0.680002076068727,0.312,0.082,0.353078967577079,"7","RPL26L1"
"TBC1D7.1",2.60122931240776e-05,1.35056518297303,0.156,0.027,0.3567325879036,"7","TBC1D7"
"RPS6.5",2.60182891534942e-05,-0.601581482879253,1,0.996,0.35681481745102,"7","RPS6"
"GPR35.3",2.64534623746426e-05,2.03260819546785,0.094,0.011,0.362782783005848,"7","GPR35"
"PIK3C3",2.6574187160263e-05,1.35955660660604,0.156,0.027,0.364438402715846,"7","PIK3C3"
"RELT.4",2.6697363009871e-05,1.24985333049905,0.219,0.048,0.366127636317371,"7","RELT"
"URM1",2.68911443609368e-05,0.895992963187187,0.406,0.124,0.368785153765887,"7","URM1"
"CACUL1.2",2.69012801598015e-05,1.70691509272015,0.188,0.038,0.368924156111517,"7","CACUL1"
"RUFY3.1",2.703526254765e-05,2.3301107900833,0.094,0.011,0.370761590578472,"7","RUFY3"
"GMNN",2.703526254765e-05,2.27011755906916,0.094,0.011,0.370761590578472,"7","GMNN"
"ZDHHC24.1",2.71560663277199e-05,1.61617676808828,0.219,0.049,0.37241829361835,"7","ZDHHC24"
"MTHFD2.5",2.74018238682038e-05,1.43658397780436,0.281,0.073,0.375788612528546,"7","MTHFD2"
"PTGS1.3",2.8082800493615e-05,1.50319398521358,0.094,0.011,0.385127525969436,"7","PTGS1"
"GTF3C3",2.80828028491042e-05,1.98392577571404,0.094,0.011,0.385127558272614,"7","GTF3C3"
"DPP9",2.87895405842692e-05,1.63053405381439,0.156,0.028,0.394819759572668,"7","DPP9"
"SKAP2.5",2.89680933441283e-05,1.10600409677639,0.25,0.06,0.397268432121375,"7","SKAP2"
"GDI2.2",2.91959415348653e-05,1.85188238736799,0.656,0.3,0.400393142209142,"7","GDI2"
"LTB4R.3",2.92116370289917e-05,1.30572309976,0.188,0.038,0.400608390215592,"7","LTB4R"
"SMARCC1",2.92988657110682e-05,1.03162471995653,0.219,0.048,0.401804644361589,"7","SMARCC1"
"MRPL23.4",2.94966505927138e-05,0.583393499476914,0.75,0.284,0.404517066228477,"7","MRPL23"
"HIATL1",2.97883787431796e-05,1.83374640898655,0.125,0.019,0.408517826083964,"7","HIATL1"
"BABAM1.2",3.00138881720215e-05,0.442765144292225,0.406,0.12,0.411610462391102,"7","BABAM1"
"KLHL5",3.02953214588263e-05,1.77000635281283,0.125,0.019,0.415470038486343,"7","KLHL5"
"PEX11B.1",3.07803815248267e-05,1.55677396995501,0.188,0.038,0.422122152231473,"7","PEX11B"
"MRPL15.1",3.19237397476797e-05,1.12269227381922,0.281,0.073,0.437802166899679,"7","MRPL15"
"NDUFS6.4",3.1961589239388e-05,0.815215034049237,0.625,0.226,0.438321234828967,"7","NDUFS6"
"ZFR.1",3.20200585985894e-05,1.11538379554761,0.188,0.037,0.439123083621055,"7","ZFR"
"LMBR1L",3.24881523357227e-05,1.29094817119314,0.188,0.038,0.445542521132101,"7","LMBR1L"
"MCMBP.1",3.25502900652971e-05,1.13628846819578,0.25,0.06,0.446394677955484,"7","MCMBP"
"SYVN1.2",3.26701852028224e-05,0.531827062241985,0.156,0.028,0.448038919871506,"7","SYVN1"
"CD3E.6",3.27708437605051e-05,-3.31402670375114,0.156,0.49,0.449419351331566,"7","CD3E"
"CAPN2.5",3.29568551371313e-05,0.539796353763936,0.625,0.217,0.451970311350618,"7","CAPN2"
"ZNF326",3.3130817626594e-05,1.22231633270386,0.156,0.028,0.45435603293111,"7","ZNF326"
"MLH1",3.32469374698858e-05,1.17379397474066,0.156,0.028,0.455948500462014,"7","MLH1"
"NUPL2",3.33494379334637e-05,0.574596255321349,0.25,0.059,0.457354191819521,"7","NUPL2"
"FAM120A.1",3.3687422954223e-05,1.77531891881889,0.188,0.038,0.461989318394215,"7","FAM120A"
"C12orf5.1",3.44607544542309e-05,2.17101559411488,0.125,0.019,0.472594786585323,"7","C12orf5"
"APP.2",3.59611683414079e-05,2.20273119333555,0.188,0.04,0.493171462634068,"7","APP"
"SNX3.6",3.61991294551784e-05,0.757478534664326,0.938,0.461,0.496434861348316,"7","SNX3"
